bag_number,push_button,input_value,output_value
22,0,0.8298912811609488,0.8298912811609488
22,0,0.5238965642269047,0.5238965642269047
22,0,0.9563346594226189,0.9563346594226189
22,0,0.7166078337322687,0.7166078337322687
23,0,0.5168349367640347,0.0
23,0,0.39501292999758697,0.0
23,0,0.7900153179807999,0.0
23,1,0.4649923001754772,0.4649923001754772
23,1,0.7308090491481728,0.0
23,0,0.5661038765794069,0.0
23,0,0.9782481140195477,0.0
23,0,0.4196330759479471,0.0
23,1,0.9876708696600728,0.9876708696600728
23,0,0.4154385832931349,0.4154385832931349
23,0,0.1826686513908088,0.1826686513908088
23,1,0.78208106043741,0.0
24,0,0.8451430809582015,0.0
24,0,0.3224607575631726,0.0
24,1,0.15481155666046198,0.15481155666046198
24,1,0.991684718333888,0.0
24,0,0.9191899892378982,0.0
24,0,0.28984114981603737,0.0
24,1,0.8144143079996651,0.8144143079996651
24,0,0.08969322221638654,0.08969322221638654
24,0,0.9125459074536547,0.9125459074536547
24,0,0.7746522352650038,0.7746522352650038
24,0,0.19686311476052654,0.19686311476052654
24,0,0.2956872469976992,0.2956872469976992
24,0,0.5955548548409993,0.5955548548409993
24,1,0.355757664231393,0.0
24,0,0.7362338159474545,0.0
24,0,0.5923628693439936,0.0
24,0,0.20702865256798964,0.0
24,0,0.6101095098839756,0.0
25,1,0.29850727250244835,0.29850727250244835
25,1,0.9762450350517937,0.0
25,1,0.36485722486725036,0.36485722486725036
25,0,0.0835374209896318,0.0835374209896318
25,1,0.6579823942390767,0.0
25,0,0.7166049207154763,0.0
25,0,0.3722410241950189,0.0
25,0,0.21138515544988745,0.0
25,0,0.4092514511835781,0.0
25,0,0.4390682105123638,0.0
25,0,0.9952998033878611,0.0
25,0,0.8584353255541872,0.0
26,1,0.8691937155246815,0.8691937155246815
26,0,0.43830503829947387,0.43830503829947387
26,0,0.8830780014959977,0.8830780014959977
26,1,0.5755398430302386,0.0
26,0,0.4246176949346334,0.0
26,0,0.2523030876577458,0.0
26,0,0.8236138553216305,0.0
26,0,0.6442005180032749,0.0
26,1,0.2122260698821593,0.2122260698821593
26,0,0.13007049345508348,0.13007049345508348
26,0,0.12543132865315298,0.12543132865315298
26,1,0.9090719628493051,0.0
26,0,0.4033915375960583,0.0
26,0,0.8203077943609558,0.0
26,0,0.8953620927597769,0.0
27,0,0.4956222724478515,0.0
27,1,0.8437843494440268,0.8437843494440268
27,1,0.0038208757991569087,0.0
27,0,0.6659574069882108,0.0
27,1,0.7673859173155502,0.7673859173155502
27,0,0.3266562371922701,0.3266562371922701
27,1,0.8565716909439779,0.0
27,0,0.00019000160734350402,0.0
27,0,0.6321202114386374,0.0
27,0,0.30102398098061556,0.0
27,0,0.6286279237601524,0.0
27,0,0.25135865955029335,0.0
27,1,0.20977987008694876,0.20977987008694876
27,0,0.626160386805535,0.626160386805535
27,0,0.4969348206161799,0.4969348206161799
27,0,0.18728068830903188,0.18728068830903188
28,0,0.7129895409253554,0.0
28,0,0.709369695512404,0.0
28,0,0.6822828931380144,0.0
28,0,0.8424240543403356,0.0
28,0,0.5773185852448267,0.0
28,0,0.5160434798402053,0.0
28,0,0.5169081336074016,0.0
28,0,0.8889806580193464,0.0
28,1,0.3667511334276281,0.3667511334276281
28,0,0.8419158598104048,0.8419158598104048
28,0,0.5048895637581793,0.5048895637581793
28,0,0.08533895076932674,0.08533895076932674
28,0,0.4489819873125963,0.4489819873125963
28,0,0.291196397645873,0.291196397645873
28,0,0.5278850446638402,0.5278850446638402
29,0,0.42894005858578843,0.0
29,1,0.5673723256985629,0.5673723256985629
29,0,0.3547281833903093,0.3547281833903093
29,0,0.45649962715394876,0.45649962715394876
29,0,0.599307057201131,0.599307057201131
29,0,0.028285974350577336,0.028285974350577336
29,0,0.3398111548971746,0.3398111548971746
29,0,0.00022169971029817326,0.00022169971029817326
29,0,0.48253762200167294,0.48253762200167294
29,0,0.6080006650804403,0.6080006650804403
29,0,0.09299046006566758,0.09299046006566758
29,0,0.24209440214479672,0.24209440214479672
29,1,0.8039918210590137,0.0
29,0,0.8402815598495977,0.0
29,0,0.38773325427036465,0.0
29,0,0.8142237305412268,0.0
29,0,0.27714025303214274,0.0
29,0,0.7061082223134817,0.0
29,0,0.5454566236571144,0.0
30,0,0.40214209915071075,0.0
30,1,0.49226163606213835,0.49226163606213835
30,1,0.6716937343607445,0.0
30,0,0.3710027506956368,0.0
30,0,0.04603747135147218,0.0
30,0,0.9642115517216056,0.0
30,0,0.522676899407916,0.0
30,0,0.7421446410608609,0.0
30,1,0.5312948337241725,0.5312948337241725
30,1,0.8196869026699722,0.0
30,0,0.5646161790877259,0.0
30,0,0.12275687838719596,0.0
30,0,0.6419065646558053,0.0
30,0,0.1727406694369843,0.0
30,0,0.8236541350166275,0.0
30,1,0.6810616004728154,0.6810616004728154
30,0,0.9398086381431077,0.9398086381431077
30,1,0.6290807895415105,0.0
30,0,0.22516309745477103,0.0
31,0,0.2748074958846842,0.0
31,0,0.0737059355578561,0.0
31,0,0.6832660124725859,0.0
31,0,0.799269956479039,0.0
31,0,0.6417678081403646,0.0
31,0,0.34484333642500453,0.0
31,0,0.5597733189675487,0.0
31,0,0.02151995144746044,0.0
31,0,0.5626616557530582,0.0
31,0,0.8568011747150781,0.0
31,0,0.07805323501457007,0.0
31,1,0.383319396547832,0.383319396547832
31,0,0.16486371752648665,0.16486371752648665
31,0,0.3800078966332565,0.3800078966332565
32,0,0.6669669639016361,0.0
32,0,0.7257540416698312,0.0
32,0,0.5632039958201955,0.0
32,0,0.07038971412017925,0.0
32,0,0.8418772404125445,0.0
32,0,0.4180290042052578,0.0
32,0,0.3924678243761738,0.0
32,1,0.13530924400438926,0.13530924400438926
32,0,0.11321988583128051,0.11321988583128051
32,1,0.5222459329102984,0.0
32,1,0.5687435895691126,0.5687435895691126
32,0,0.5186855427460793,0.5186855427460793
32,1,0.6131246779542143,0.0
32,1,0.8776434630874401,0.8776434630874401
32,0,0.5042048449445539,0.5042048449445539
32,1,0.37914767869986854,0.0
32,1,0.25657270258042775,0.25657270258042775
32,0,0.30684664245492477,0.30684664245492477
33,0,0.4545951309204591,0.0
33,0,0.10978053695110701,0.0
33,0,0.2962559550393429,0.0
33,1,0.5109604789214502,0.5109604789214502
33,1,0.4971649650726536,0.0
33,1,0.24366138788293934,0.24366138788293934
33,0,0.8253015581668586,0.8253015581668586
33,0,0.43331333598704,0.43331333598704
33,0,0.8454561251606802,0.8454561251606802
33,0,0.2654926303315115,0.2654926303315115
34,1,0.45710433692881935,0.45710433692881935
34,0,0.12617219508562783,0.12617219508562783
34,1,0.8519583689191783,0.0
34,0,0.8162467044218958,0.0
34,0,0.13556544045230434,0.0
34,0,0.8665265169784578,0.0
34,0,0.5189630531037512,0.0
34,0,0.743590758512176,0.0
34,0,0.2681760207996594,0.0
34,0,0.21546148382164965,0.0
34,0,0.8483128149076781,0.0
35,0,0.10704452004473874,0.0
35,1,0.5666782860196686,0.5666782860196686
35,0,0.09599453394338342,0.09599453394338342
35,0,0.14160233782312348,0.14160233782312348
35,0,0.8009723951910761,0.8009723951910761
35,0,0.24391028624261135,0.24391028624261135
35,0,0.06125371109147981,0.06125371109147981
35,0,0.6018248802352767,0.6018248802352767
35,0,0.1465001560206799,0.1465001560206799
35,0,0.05281672374379953,0.05281672374379953
35,0,0.8305523165288154,0.8305523165288154
35,0,0.39718282095416035,0.39718282095416035
35,0,0.8654750760717376,0.8654750760717376
35,0,0.7440314680528893,0.7440314680528893
35,1,0.2009640299899489,0.0
35,1,0.0848112958859929,0.0848112958859929
35,0,0.17135725240697341,0.17135725240697341
35,0,0.49458016446717656,0.49458016446717656
35,0,0.35774813957259866,0.35774813957259866
35,0,0.8319820431690634,0.8319820431690634
36,0,0.03415357753568293,0.0
36,0,0.13326135036890807,0.0
36,0,0.8327610351493956,0.0
36,0,0.6868864269896168,0.0
36,0,0.9816577765860093,0.0
36,0,0.7565091948524348,0.0
36,0,0.5941900745245673,0.0
36,1,0.5392432537065587,0.5392432537065587
36,0,0.00986735970751551,0.00986735970751551
36,0,0.7838147042162945,0.7838147042162945
36,0,0.38400178640768756,0.38400178640768756
36,0,0.10665319951510266,0.10665319951510266
36,0,0.5468347971127406,0.5468347971127406
36,0,0.3699627401117499,0.3699627401117499
36,1,0.6058579549524877,0.0
36,0,0.016672126722240388,0.0
36,1,0.16497611157512027,0.16497611157512027
36,0,0.5398309298185687,0.5398309298185687
36,0,0.6099074162239753,0.6099074162239753
37,1,0.8046024606542672,0.8046024606542672
37,0,0.3229723309001037,0.3229723309001037
37,0,0.9126296644637996,0.9126296644637996
37,0,0.15333977409208044,0.15333977409208044
37,0,0.26019497662267865,0.26019497662267865
37,0,0.6463532240715741,0.6463532240715741
37,0,0.7481811202419492,0.7481811202419492
37,0,0.05033628319554151,0.05033628319554151
37,0,0.26886417202219004,0.26886417202219004
37,0,0.3690332136597736,0.3690332136597736
37,0,0.8472465243609197,0.8472465243609197
37,0,0.0019173575277701138,0.0019173575277701138
37,0,0.889995580142049,0.889995580142049
37,0,0.33473055846829436,0.33473055846829436
37,0,0.6165735537428427,0.6165735537428427
38,1,0.30751670721706326,0.30751670721706326
38,0,0.3741268879378249,0.3741268879378249
38,0,0.6952669150405878,0.6952669150405878
38,0,0.3168501192011717,0.3168501192011717
38,0,0.5296553251483823,0.5296553251483823
38,0,0.6513202131274192,0.6513202131274192
38,0,0.7857353223182313,0.7857353223182313
38,1,0.29353842921599294,0.0
38,0,0.056349439060443984,0.0
38,1,0.23705207687420748,0.23705207687420748
39,0,0.540022972411323,0.0
39,0,0.07169412267120479,0.0
39,0,0.34722576907158753,0.0
39,0,0.5631385524840993,0.0
39,1,0.9760574447376523,0.9760574447376523
39,0,0.7836516468724274,0.7836516468724274
39,0,0.4809069961107222,0.4809069961107222
39,0,0.19647047256994332,0.19647047256994332
39,0,0.2699624701089316,0.2699624701089316
39,1,0.042424021918729404,0.0
39,1,0.5815808121114838,0.5815808121114838
39,0,0.42423022686762035,0.42423022686762035
39,0,0.65854274728412,0.65854274728412
39,0,0.5314625331171092,0.5314625331171092
39,0,0.4167841381885743,0.4167841381885743
39,0,0.3520259749571497,0.3520259749571497
39,0,0.04062224652090485,0.04062224652090485
39,0,0.9829670705788488,0.9829670705788488
39,0,0.0751972884863652,0.0751972884863652
39,0,0.025466089827207772,0.025466089827207772
40,1,0.6575026051497537,0.6575026051497537
40,0,0.36319622405254226,0.36319622405254226
40,1,0.19140628724709818,0.0
40,0,0.6972402657739201,0.0
40,1,0.002882341053802362,0.002882341053802362
40,0,0.783880941299395,0.783880941299395
40,0,0.0072332203980695065,0.0072332203980695065
40,0,0.616800920631613,0.616800920631613
40,0,0.5946138506606733,0.5946138506606733
40,0,0.10551242079876066,0.10551242079876066
40,0,0.5922022917999895,0.5922022917999895
40,0,0.7578470632733478,0.7578470632733478
40,0,0.5359919582166901,0.5359919582166901
40,0,0.6727605506157384,0.6727605506157384
40,0,0.7086717127055003,0.7086717127055003
40,0,0.20590988238547225,0.20590988238547225
41,0,0.14170089404569386,0.0
41,0,0.57307726116772,0.0
41,0,0.7739721253411203,0.0
41,1,0.8528731602842214,0.8528731602842214
41,0,0.8612282828422183,0.8612282828422183
41,0,0.7602221564048733,0.7602221564048733
41,0,0.3476577357467211,0.3476577357467211
41,0,0.581581153904974,0.581581153904974
41,1,0.8131231184406524,0.0
41,0,0.13884584151447088,0.0
41,0,0.08142057315466611,0.0
41,1,0.4585851958450149,0.4585851958450149
42,1,0.12491988549150479,0.12491988549150479
42,0,0.37329888023476876,0.37329888023476876
42,0,0.23817385100892718,0.23817385100892718
42,0,0.0044088663224430835,0.0044088663224430835
42,0,0.03291211771933644,0.03291211771933644
42,0,0.9900536153551075,0.9900536153551075
42,0,0.24514448354512286,0.24514448354512286
42,0,0.04082760139286301,0.04082760139286301
42,0,0.6260097898081132,0.6260097898081132
42,0,0.5516410473905112,0.5516410473905112
42,0,0.38885151921681604,0.38885151921681604
42,1,0.733331833675533,0.0
42,1,0.9369829015551946,0.9369829015551946
42,0,0.39635525239483294,0.39635525239483294
42,1,0.37532582691540106,0.0
42,1,0.5141833478905778,0.5141833478905778
43,0,0.44789679853894804,0.0
43,1,0.523812301502496,0.523812301502496
43,0,0.12530838949638745,0.12530838949638745
43,0,0.45903669789284485,0.45903669789284485
43,1,0.7804835015321541,0.0
43,1,0.705787415532297,0.705787415532297
43,0,0.369079644193114,0.369079644193114
43,0,0.4961446812931869,0.4961446812931869
43,0,0.7990027925904307,0.7990027925904307
43,1,0.2631760625764509,0.0
43,0,0.14022047838405616,0.0
43,1,0.9690072223509325,0.9690072223509325
43,0,0.873007348410714,0.873007348410714
44,0,0.48067774111907613,0.0
44,1,0.7189508165431672,0.7189508165431672
44,0,0.9264939323012852,0.9264939323012852
44,0,0.8472714475500778,0.8472714475500778
44,0,0.9705133415909647,0.9705133415909647
44,1,0.4413586394246871,0.0
44,0,0.406315392012355,0.0
44,0,0.5894500922944562,0.0
44,0,0.6919489770114057,0.0
44,0,0.902881155174481,0.0
44,0,0.5920234257685243,0.0
44,0,0.9059679495820856,0.0
44,1,0.41567836584721196,0.41567836584721196
44,1,0.7713584350478655,0.0
45,0,0.18281794506295856,0.0
45,1,0.8346490669725638,0.8346490669725638
45,0,0.8628193481161649,0.8628193481161649
45,0,0.9472783133470418,0.9472783133470418
45,0,0.649547041328845,0.649547041328845
45,0,0.3685320628242328,0.3685320628242328
45,0,0.5868920866466956,0.5868920866466956
45,0,0.1578820957249074,0.1578820957249074
45,0,0.9961861755797515,0.9961861755797515
45,0,0.7222199893269942,0.7222199893269942
45,0,0.3395567095887363,0.3395567095887363
45,0,0.9188747162343676,0.9188747162343676
45,0,0.7123908747730557,0.7123908747730557
45,1,0.33312454395992885,0.0
45,0,0.9293845054583103,0.0
45,0,0.3243418734507054,0.0
45,0,0.3199610234502863,0.0
45,0,0.029724695889211672,0.0
45,0,0.7009080928666303,0.0
46,1,0.9965038654273245,0.9965038654273245
46,0,0.4238503113700631,0.4238503113700631
46,0,0.6784851110540516,0.6784851110540516
46,1,0.2852632140504945,0.0
46,0,0.14221787699006117,0.0
46,0,0.19353455406725684,0.0
46,0,0.01519034340601011,0.0
46,1,0.6882786011315314,0.6882786011315314
46,1,0.9896895416653955,0.0
46,0,0.09160093709710837,0.0
46,0,0.1652399904741988,0.0
46,1,0.8016968258810094,0.8016968258810094
46,1,0.6363889632375562,0.0
46,0,0.9477998112020981,0.0
46,0,0.3647120655441536,0.0
46,0,0.42806236272923326,0.0
46,0,0.28640252521902043,0.0
46,1,0.8043891931718715,0.8043891931718715
